"Date & Time","Barometer - hPa","Inside Temp - °C","Inside Hum - %","Inside Dew Point - °C","Inside Heat Index - °C","Inside EMC","Temp - °C","High Temp - °C","Low Temp - °C","Hum - %","Dew Point - °C","Wet Bulb - °C","Wind Speed - km/h","Wind Direction","Wind Run - km","High Wind Speed - km/h","High Wind Direction","Wind Chill - °C","Heat Index - °C","THW Index - °C","THSW Index - °C","Rain - mm","Rain Rate - mm/h","Solar Rad - W/m^2","Solar Energy - Ly","High Solar Rad - W/m^2","ET - mm","UV Index","UV Dose - MEDs","High UV Index","Heating Degree Days","Cooling Degree Days"
"22/3/13 22:00","1010,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"22/3/13 22:30","1010,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"22/3/13 23:00","1010,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"22/3/13 23:30","1010,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 00:00","1010,5","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 00:30","1010,6","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 01:00","1010,5","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 01:30","1010,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 02:00","1010,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 02:30","1010,1","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 03:00","1010,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 03:30","1010,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 04:00","1010,0","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 04:30","1010,0","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 05:00","1010,3","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 05:30","1010,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 06:00","1010,4","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 06:30","1010,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 07:00","1010,7","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 07:30","1010,9","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 08:00","1011,0","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 08:30","1011,4","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 09:00","1011,1","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 09:30","1011,2","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 10:00","1011,4","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 10:30","1011,2","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 11:00","1011,7","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 11:30","1011,4","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 12:00","1011,3","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 12:30","1011,0","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 13:00","1010,8","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 13:30","1010,9","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 14:00","1010,6","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 14:30","1010,6","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 15:00","1010,8","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 15:30","1010,8","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 16:00","1010,7","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 16:30","1010,6","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 17:00","1010,8","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 17:30","1011,0","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 18:00","1011,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 18:30","1011,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 19:00","1011,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 19:30","1011,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 20:00","1011,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 20:30","1011,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 21:00","1010,9","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 21:30","1011,1","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 22:00","1010,8","17","34","1","15","6,9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 22:30","1010,7","17","34","1","15","6,9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 23:00","1010,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"23/3/13 23:30","1010,4","17","34","1","15","6,9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 00:00","1010,3","17","34","1","15","6,9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 00:30","1010,2","17","34","1","15","6,9","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 01:00","1009,9","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 01:30","1009,7","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 02:00","1009,3","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 02:30","1009,3","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 03:00","1009,3","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 03:30","1009,4","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 04:00","1009,5","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 04:30","1009,4","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 05:00","1009,2","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 05:30","1009,2","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 06:00","1009,6","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 06:30","1009,2","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 07:00","1009,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 07:30","1009,3","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 08:00","1009,0","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 08:30","1008,9","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 09:00","1008,8","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 09:30","1008,7","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 10:00","1008,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 10:30","1008,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 11:00","1008,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 11:30","1007,9","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 12:00","1007,5","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 12:30","1007,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 13:00","1007,1","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 13:30","1006,9","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 14:00","1006,8","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 14:30","1006,8","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 15:00","1006,8","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 15:30","1006,7","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 16:00","1006,7","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 16:30","1006,9","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 17:00","1007,1","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 17:30","1007,1","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 18:00","1007,2","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 18:30","1007,3","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 19:00","1007,6","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 19:30","1007,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 20:00","1007,6","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 20:30","1007,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 21:00","1007,2","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 21:30","1007,0","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 22:00","1006,9","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 22:30","1006,6","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 23:00","1006,3","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"24/3/13 23:30","1006,1","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 00:00","1005,9","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 00:30","1005,6","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 01:00","1005,4","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 01:30","1005,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 02:00","1005,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 02:30","1004,9","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 03:00","1004,9","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 03:30","1004,8","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 04:00","1005,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 04:30","1005,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 05:00","1005,1","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 05:30","1005,0","16","33","-0","14","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 06:00","1005,1","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 06:30","1005,4","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 07:00","1005,4","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 07:30","1005,4","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 08:00","1005,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 08:30","1005,5","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 09:00","1005,5","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 09:30","1005,4","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 10:00","1005,2","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 10:30","1005,3","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 11:00","1005,4","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 11:30","1005,5","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 12:00","1005,6","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 12:30","1005,5","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 13:00","1005,4","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 13:30","1005,3","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 14:00","1005,2","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 14:30","1005,3","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 15:00","1005,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 15:30","1005,1","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 16:00","1005,1","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 16:30","1005,2","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 17:00","1005,5","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 17:30","1005,5","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 18:00","1005,7","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 18:30","1005,7","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 19:00","1005,9","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 19:30","1006,1","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 20:00","1005,9","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 20:30","1005,8","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 21:00","1005,7","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 21:30","1005,6","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 22:00","1005,5","18","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 22:30","1005,4","17","33","1","16","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 23:00","1005,2","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"25/3/13 23:30","1005,0","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 00:00","1004,9","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 00:30","1004,7","17","33","1","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 01:00","1004,5","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 01:30","1004,3","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 02:00","1004,1","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 02:30","1004,1","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 03:00","1004,0","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 03:30","1004,0","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 04:00","1004,0","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 04:30","1004,1","16","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
"26/3/13 05:00","1004,1","17","33","0","15","6,8","--","--","--","--","--","--","--","--","--","0","","--","--","--","--","0,0","0,0","--","--","--","0,0","--","--","--","--","--"
